,Date,Transaction Description,Category,Amount
1725,2024-04-26 14:02:00.000,Water,Food,60.0
1726,2024-04-26 14:01:00.000,Petrol,Travel,100.0
1727,2024-04-25 14:01:00.000,Snacks,Food,20.0
1728,2024-04-25 14:00:00.000,Petrol,Travel,100.0
1729,2024-04-24 14:00:00.000,Shirt,Utilities,699.0
1730,2024-04-24 13:42:04.617,Petrol,Travel,100.0
1731,2024-04-24 13:41:51.834,Petrol,Travel,50.0
1732,2024-04-24 13:41:40.008,Snacks,Food,60.0
1733,2024-04-23 17:13:53.508,Team lunch,Food,795.0
1734,2024-04-23 14:43:27.195,Bus,Travel,20.0
1735,2024-04-23 14:40:43.848,RtA,Travel,35.0
1736,2024-04-23 14:40:43.047,AtR,Travel,35.0
1737,2024-04-22 14:43:00.000,Bus,Travel,10.0
1738,2024-04-22 14:41:00.000,RtA,Travel,35.0
1739,2024-04-22 14:41:00.000,Bus Pass,Travel,430.0
1740,2024-04-22 04:55:34.117,Recharge,Utilities,259.0
1743,2024-04-22 04:48:34.081,Bus,Travel,30.0
1744,2024-04-22 04:47:21.338,AtR,Travel,35.0
1745,2024-04-21 04:47:00.000,Juice,Food,40.0
1746,2024-04-21 04:47:00.000,Manchuria,Food,70.0
1747,2024-04-21 03:26:06.969,Breakfast,Food,25.0
1748,2024-04-21 03:25:59.594,Petrol,Travel,100.0
1749,2024-04-21 03:25:50.659,Tyre,Utilities,10.0
1750,2024-04-20 18:28:32.596,Shirt,Utilities,799.0
1751,2024-04-20 18:28:20.117,Burrito,Food,83.0
1752,2024-04-20 18:27:48.295,Ice Cream,Food,88.01
1753,2024-04-20 01:58:00.000,Water,Food,30.0
1754,2024-04-19 08:03:00.699,Bus,Travel,10.0
1755,2024-04-19 08:02:45.501,RtA,Travel,35.0
1756,2024-04-19 08:02:43.381,AtR,Travel,35.0
1757,2024-04-18 16:46:10.130,Snacks,Food,75.0
1758,2024-04-18 16:45:14.900,Snacks,Food,130.0
1760,2024-04-17 04:00:52.496,AtR,Travel,35.0
1761,2024-04-16 12:38:52.794,RtA,Travel,35.0
1762,2024-04-16 07:09:53.181,Bus,Travel,10.0
1763,2024-04-16 07:09:46.768,AtR,Travel,35.0
1764,2024-04-15 14:59:31.037,Bus,Travel,10.0
1765,2024-04-15 14:59:23.954,RtA,Travel,35.0
1766,2024-04-15 14:59:21.617,Snacks,Food,60.0
1767,2024-04-15 12:38:00.000,Domain,Utilities,616.32
1768,2024-04-15 06:55:17.895,AtR,Travel,35.0
1769,2024-04-15 06:55:10.570,Bus,Travel,10.0
1770,2024-04-14 16:42:19.952,Breakfast,Food,30.0
1771,2024-04-12 15:16:13.135,Bus,Travel,20.0
1772,2024-04-12 12:47:39.692,RtA,Travel,35.0
1773,2024-04-12 12:47:37.044,AtR,Travel,35.0
1775,2024-04-10 13:03:30.729,RtA,Travel,35.0
1779,2024-04-10 04:21:38.710,AtR,Travel,35.0
1780,2024-04-10 03:10:00.000,Shawarma 🌯,Food,140.0
1781,2024-04-08 10:36:18.446,AtR,Travel,35.0
1782,2024-04-08 10:36:12.580,Bus,Travel,10.0
1783,2024-04-07 14:17:41.212,Breakfast,Food,30.0
1784,2024-04-07 14:17:28.139,Fest,Utilities,250.0
1785,2024-04-06 03:42:00.000,Juice,Food,10.0
1786,2024-04-06 03:41:00.000,Bus,Travel,10.0
1787,2024-04-06 03:41:00.000,Juice,Food,30.0
1788,2024-04-06 03:40:00.000,Auto,Travel,20.0
1789,2024-04-05 13:25:05.480,Juice,Food,30.0
1790,2024-04-05 13:24:56.623,RtA,Travel,35.0
1791,2024-04-05 08:47:42.107,Wow,Utilities,309.84
1792,2024-04-05 05:34:22.364,Juice,Food,25.0
1793,2024-04-05 05:34:05.807,AtR,Travel,35.0
1794,2024-04-04 08:37:47.351,Snacks,Food,75.0
1795,2024-04-04 03:43:27.547,Petrol,Utilities,100.0
1796,2024-04-03 10:25:10.802,Bus,Travel,10.0
1797,2024-04-03 10:23:49.761,AtR,Travel,35.0
1798,2024-04-02 10:24:00.000,AtR,Travel,35.0
1799,2024-04-02 10:24:00.000,RtA,Travel,35.0
1800,2024-04-02 10:24:00.000,Juice,Food,10.0
1801,2024-04-02 10:24:00.000,Juice,Food,60.0
1802,2024-04-02 03:33:39.883,Bus,Travel,10.0
1803,2024-04-01 18:29:57.016,Netflix,Utilities,199.0
1805,2024-04-01 18:18:27.349,Snacks,Food,160.0
1806,2024-04-01 15:09:51.209,Juice,Food,50.0
1808,2024-03-31 18:34:00.000,AtR,Travel,35.0
1809,2024-03-31 18:34:00.000,Bus,Travel,10.0
1812,2024-03-31 12:45:00.691,Haircut,Utilities,150.0
1813,2024-03-30 03:09:01.045,Chotu,Utilities,100.0
1814,2024-03-29 18:47:00.000,Snacks,Food,90.0
1816,2024-03-29 15:27:39.829,Breakfast,Food,60.0
1817,2024-03-28 11:31:59.355,Petrol,Utilities,100.0
1818,2024-03-28 10:58:48.815,Snacks,Food,250.0
1820,2024-03-27 15:39:26.573,Ice cream,Food,70.0
1821,2024-03-26 16:59:57.985,Juice,Food,40.0
1822,2024-03-26 16:59:46.122,Auto,Travel,20.0
1823,2024-03-25 15:53:52.918,Bus,Travel,10.0
1824,2024-03-25 13:17:40.044,Bus,Travel,10.0
1825,2024-03-25 13:17:15.511,RtA,Travel,35.0
1826,2024-03-25 13:17:13.755,AtR,Travel,35.0
1828,2024-03-22 13:26:42.165,Bus,Travel,30.0
1829,2024-03-22 13:26:34.794,Juice,Food,10.0
1830,2024-03-22 13:26:28.610,Snacks,Food,80.0
1831,2024-03-22 13:26:06.797,RtA,Travel,35.0
1832,2024-03-21 14:54:03.976,Baba,Utilities,500.0
1833,2024-03-21 10:09:12.859,Recharge,Utilities,259.0
1834,2024-03-21 10:05:14.371,Stonks,Utilities,230.0
1835,2024-03-21 10:04:54.277,Petrol,Travel,200.0
1836,2024-03-19 18:44:00.000,RtA,Travel,35.0
1837,2024-03-19 18:43:00.000,Snacks,Food,25.0
1838,2024-03-19 07:06:00.000,RtA,Travel,35.0
1839,2024-03-19 07:06:00.000,Shawarma 🌯,Food,260.0
1840,2024-03-19 06:05:26.422,Bus pass,Utilities,430.0
1841,2024-03-18 06:05:00.000,RtA,Travel,35.0
1843,2024-03-16 18:40:00.000,Snacks,Food,30.0
1845,2024-03-15 18:39:00.000,Juice,Food,40.0
1846,2024-03-15 18:39:00.000,Snacks,Food,20.0
1847,2024-03-15 17:04:00.000,RtA,Travel,35.0
1848,2024-03-15 01:55:00.000,Bike,Travel,74.0
1849,2024-03-14 01:54:00.000,Snacks,Food,105.0
1850,2024-03-13 01:53:00.000,Snacks,Food,30.0
1851,2024-03-13 01:52:00.000,Bandages,Utilities,8.0
1853,2024-03-12 17:33:12.758,Doc,Utilities,60.0
1854,2024-03-12 17:33:00.145,Juice,Food,90.0
1855,2024-03-12 17:32:45.399,Shawarma 🌯,Food,150.0
1856,2024-03-12 17:32:28.109,Breakfast,Food,30.0
1857,2024-03-11 17:31:00.000,Jalebi,Food,30.0
1860,2024-03-09 17:30:00.000,Juice,Food,10.0
1861,2024-03-09 03:29:00.000,Petrol,Travel,200.0
1862,2024-03-08 10:13:57.611,Snacks,Food,10.0
1863,2024-03-08 10:12:12.982,Breakfast,Food,30.0
1864,2024-03-07 14:36:57.940,Snacks,Food,60.0
1865,2024-03-07 13:45:37.905,RtA,Travel,35.0
1868,2024-03-07 05:20:46.631,AtR,Travel,35.0
1869,2024-03-07 05:20:39.735,Bus,Travel,10.0
1870,2024-03-06 14:21:26.486,RtA,Travel,35.0
1871,2024-03-06 14:21:20.169,Snacks,Food,10.0
1872,2024-03-06 06:37:05.798,AtR,Travel,35.0
1873,2024-03-06 06:36:57.627,RB 🐂,Food,125.0
1875,2024-03-06 01:31:33.779,Netflix,Utilities,99.0
1876,2024-03-05 12:53:13.025,AtR,Travel,35.0
1877,2024-03-05 12:53:03.972,Bus,Travel,10.0
1878,2024-03-05 01:31:00.000,RtA,Travel,35.0
1879,2024-03-04 15:01:34.885,Snacks,Food,20.0
1880,2024-03-04 15:01:24.734,Snacks,Food,25.0
1881,2024-03-04 15:01:04.247,RtA,Travel,35.0
1882,2024-03-04 08:29:40.741,AtR,Travel,35.0
1883,2024-03-04 08:29:28.861,Baba,Utilities,80.0
1884,2024-03-03 02:41:00.000,Snacks,Food,60.0
1885,2024-03-03 02:40:00.000,Laptop fixes,Utilities,150.0
1886,2024-03-03 02:40:00.000,Juice,Food,100.0
1887,2024-03-03 02:40:00.000,Snacks,Food,150.0
1888,2024-03-02 02:40:00.000,Cab,Utilities,419.0
1889,2024-03-02 02:39:00.000,Can,Utilities,476.0
1892,2024-03-01 12:58:00.000,Snacks,Food,60.0
1893,2024-03-01 12:54:00.000,AtR,Travel,35.0
1894,2024-03-01 12:54:00.000,RtA,Travel,35.0
1896,2024-02-29 18:02:30.841,Fancode,Utilities,599.0
1897,2024-02-29 16:16:17.255,Snacks,Food,60.0
1899,2024-02-29 02:59:46.403,Petrol,Travel,100.0
1900,2024-02-29 02:06:26.648,Baba,Utilities,100.0
1901,2024-02-29 02:06:19.586,Maa,Utilities,150.0
1902,2024-02-28 16:41:21.326,Bus,Travel,10.0
1903,2024-02-28 14:06:47.574,RtA,Travel,35.0
1904,2024-02-28 14:06:40.364,Snacks,Food,60.0
1905,2024-02-28 04:15:17.483,AtR,Travel,35.0
1907,2024-02-27 14:14:39.153,Bus,Travel,10.0
1908,2024-02-27 14:14:24.421,RtA,Travel,35.0
1909,2024-02-27 14:01:20.741,Shawarma 🌯,Food,140.0
1910,2024-02-27 09:11:35.079,Bus,Travel,10.0
1911,2024-02-27 09:11:24.889,Snacks,Food,35.0
1912,2024-02-27 04:23:28.568,AtR,Travel,35.0
1913,2024-02-26 14:25:00.924,Bus,Travel,10.0
1914,2024-02-26 14:24:51.605,Snacks,Food,60.0
1916,2024-02-26 04:29:25.514,Bus,Travel,10.0
1917,2024-02-26 03:36:00.000,AtR,Travel,35.0
1918,2024-02-26 03:35:00.000,RtA,Travel,35.0
1919,2024-02-26 03:29:28.213,Baba,Utilities,200.0
1920,2024-02-26 03:29:21.480,Maa,Utilities,50.0
1921,2024-02-24 07:53:19.532,Snacks,Food,50.0
1922,2024-02-24 07:20:41.051,Snacks,Food,35.0
1923,2024-02-23 14:45:15.570,Snacks,Food,25.0
1924,2024-02-23 14:45:08.008,Bus,Travel,10.0
1925,2024-02-23 14:44:59.772,RtA,Travel,35.0
1926,2024-02-23 05:30:44.474,Bus,Travel,10.0
1927,2024-02-23 05:30:37.686,AtR,Travel,35.0
1928,2024-02-22 16:58:54.432,Bb,Utilities,50.0
1929,2024-02-22 15:12:47.507,Bus,Travel,10.0
1930,2024-02-22 15:12:41.854,RtA,Travel,35.0
1931,2024-02-22 05:29:24.587,Stonks,Utilities,180.0
1932,2024-02-22 05:28:30.990,Bus,Travel,10.0
1933,2024-02-22 05:28:21.373,AtR,Travel,35.0
1934,2024-02-21 15:43:20.895,Snacks,Food,30.0
1935,2024-02-21 13:43:04.893,Bus,Travel,10.0
1936,2024-02-21 12:29:38.628,RtA,Travel,35.0
1937,2024-02-21 12:29:28.216,Recharge,Utilities,259.0
1938,2024-02-20 17:01:00.000,Play store,Utilities,9.0
1939,2024-02-20 14:05:45.725,Bus,Travel,10.0
1940,2024-02-20 14:05:34.287,RtA,Travel,35.0
1941,2024-02-20 04:48:04.567,AtR,Travel,35.0
1942,2024-02-19 14:43:33.478,Bus,Travel,10.0
1943,2024-02-19 14:43:19.809,RtA,Travel,35.0
1944,2024-02-19 04:28:13.342,AtR,Travel,35.0
1945,2024-02-18 15:08:52.317,Biryani 🍚,Food,250.0
1946,2024-02-18 13:05:06.921,Juice,Food,40.0
1947,2024-02-18 13:05:00.369,Snacks,Food,40.0
1948,2024-02-18 13:04:50.844,Book,Utilities,150.0
1949,2024-02-18 13:04:34.238,Entry fee,Utilities,50.0
1950,2024-02-17 14:58:49.354,Bus pass,Utilities,430.0
1951,2024-02-17 14:58:38.786,Juice,Food,20.0
1953,2024-02-16 14:56:36.514,RtA,Travel,35.0
1954,2024-02-16 14:56:26.406,AtR,Travel,35.0
1955,2024-02-15 14:56:00.000,RtA,Travel,35.0
1956,2024-02-14 17:33:35.053,Snack,Food,100.0
1957,2024-02-14 17:33:27.249,Petrol,Travel,100.0
1958,2024-02-14 06:32:47.056,Petrol,Travel,100.0
1959,2024-02-13 12:11:37.767,RtA,Travel,35.0
1960,2024-02-13 12:11:11.514,AtR,Travel,35.0
1961,2024-02-13 06:32:00.000,Bus,Travel,10.0
1962,2024-02-12 12:10:00.000,RtA,Travel,35.0
1963,2024-02-12 12:10:00.000,Bus,Travel,10.0
1964,2024-02-11 14:46:45.004,Snacks,Food,130.0
1965,2024-02-10 13:18:00.000,Snacks,Food,45.0
1966,2024-02-10 13:18:00.000,Auto,Travel,20.0
1967,2024-02-09 13:17:00.000,Snacks,Food,145.0
1968,2024-02-09 13:17:00.000,Pants,Utilities,998.0
1969,2024-02-08 14:44:22.286,Ice cream,Utilities,102.0
1970,2024-02-08 12:48:01.542,Pizza,Food,247.0
1972,2024-02-08 05:00:00.000,Shirt,Utilities,999.0
1973,2024-02-08 05:00:00.000,Pant,Utilities,799.0
1974,2024-02-07 12:13:11.151,RtA,Travel,35.0
1975,2024-02-07 03:34:00.000,UPI lite,Utilities,1.0
1976,2024-02-06 08:47:07.084,Bus Pass,Travel,440.0
1978,2024-02-05 14:21:25.901,Snacks,Food,90.0
1979,2024-02-05 14:21:18.327,Exam,Utilities,400.0
1981,2024-02-03 15:15:18.470,Baba birthday,Utilities,839.0
1982,2024-02-03 03:49:08.591,Auto,Travel,20.0
1984,2024-02-02 02:58:00.000,Petrol,Travel,200.0
1985,2024-02-02 02:58:00.000,Book,Utilities,299.0
1986,2024-02-01 15:40:10.023,Netflix,Utilities,99.0
1987,2024-02-01 15:40:02.903,Snacks,Food,40.0
1988,2024-02-01 02:56:00.000,Petrol,Utilities,100.0
1989,2024-02-01 02:49:46.271,Chotu,Utilities,100.0
1991,2024-01-31 13:33:53.151,Milk,Utilities,88.0
1992,2024-01-31 13:33:38.053,Petrol,Travel,100.0
1993,2024-01-31 09:29:10.277,Sid,Utilities,200.0
1995,2024-01-31 08:04:16.692,Snacks,Food,60.0
1996,2024-01-31 08:03:56.481,Petrol,Utilities,100.0
1997,2024-01-30 15:24:24.004,Baba,Utilities,100.0
1998,2024-01-30 15:24:07.281,Oil,Utilities,100.0
1999,2024-01-29 15:23:00.000,RtA,Travel,35.0
2000,2024-01-29 10:38:05.916,Tire,Utilities,700.0
2001,2024-01-27 04:37:00.000,Petrol,Utilities,250.0
2002,2024-01-27 04:37:00.000,Noodles,Food,60.0
2003,2024-01-27 04:36:00.000,Xerox,Utilities,5.0
2004,2024-01-27 04:35:00.000,Xerox,Utilities,27.0
2005,2024-01-26 04:33:00.000,Snacks,Food,50.0
2006,2024-01-25 14:33:31.826,Snacks,Food,120.0
2007,2024-01-24 04:32:00.000,AtR,Travel,35.0
2009,2024-01-24 03:46:24.198,License,Utilities,300.0
2010,2024-01-23 03:46:00.000,Snacks,Food,115.0
2011,2024-01-22 03:45:00.000,Grand original,Utilities,30.0
2012,2024-01-21 05:25:27.557,Shampoo,Utilities,4.0
2013,2024-01-21 05:25:14.108,Haircut,Utilities,150.0
2014,2024-01-20 04:26:59.396,Recharge,Utilities,259.0
2015,2024-01-20 03:48:40.411,Auto,Travel,20.0
2016,2024-01-18 12:10:38.789,Auto,Travel,20.0
2017,2024-01-18 02:07:00.000,Snacks,Food,111.0
2018,2024-01-16 07:46:00.000,Juice,Food,20.0
2019,2024-01-16 07:46:00.000,Shawarma 🌯,Food,130.0
2020,2024-01-16 04:36:47.099,Bike,Travel,30.0
2021,2024-01-16 03:41:55.665,Auto,Travel,20.0
2023,2024-01-15 12:32:43.650,Juice,Food,75.0
2024,2024-01-14 12:33:00.000,Recharge,Utilities,0.9
2025,2024-01-13 15:08:57.801,Snack,Travel,30.0
2026,2024-01-13 12:32:00.000,Snacks,Utilities,60.0
2027,2024-01-13 09:35:12.683,Auto,Travel,20.0
2028,2024-01-12 09:34:00.000,RtA,Travel,35.0
2029,2024-01-12 09:34:00.000,Burger AM,Food,99.0
2030,2024-01-12 09:33:00.000,Breakfast,Food,30.0
2031,2024-01-11 09:32:00.000,Aloo bhujia,Food,10.0
2033,2024-01-11 04:36:32.558,Stonks,Utilities,400.0
2034,2024-01-11 03:53:59.551,Bus,Travel,10.0
2035,2024-01-11 03:53:57.667,AtR,Travel,35.0
2036,2024-01-10 10:00:50.505,AtR,Travel,35.0
2037,2024-01-10 03:53:00.000,Auto,Travel,20.0
2038,2024-01-09 14:55:44.452,Sid PayUp,Utilities,200.0
2041,2024-01-09 12:11:43.743,RtA,Travel,35.0
2042,2024-01-09 03:50:35.826,Bus,Travel,20.0
2043,2024-01-08 09:14:26.713,Payup,Food,280.0
2044,2024-01-08 09:13:22.434,Scholarship,Utilities,40.0
2045,2024-01-07 10:06:54.505,Juice,Food,25.0
2046,2024-01-07 09:14:00.000,Gala nyt,Utilities,600.0
2047,2024-01-07 09:13:00.000,Parking,Utilities,15.0
2048,2024-01-07 09:12:00.000,Stationary,Utilities,72.0
2049,2024-01-06 12:41:20.459,Auto,Travel,20.0
2050,2024-01-06 07:44:42.274,Bus,Travel,10.0
2051,2024-01-06 07:44:31.074,Auto,Travel,20.0
2052,2024-01-04 12:45:08.344,Snacks,Food,60.0
2053,2024-01-04 03:49:57.713,Auto,Travel,20.0
2054,2024-01-02 12:57:39.490,Auto,Travel,20.0
2055,2024-01-02 12:57:29.414,Snacks,Food,50.0
2056,2024-01-02 03:58:55.807,Auto,Travel,20.0
2057,2024-01-02 03:58:47.813,Bus,Travel,10.0
2058,2024-01-01 05:09:11.934,Cake,Food,300.0
2059,2024-01-01 05:09:01.107,Party,Utilities,350.0
2060,2023-12-30 09:34:17.414,Breakfast,Food,30.0
2061,2023-12-29 14:52:52.822,Snacks,Food,100.0
2062,2023-12-29 07:07:45.817,Bus,Travel,10.0
2063,2023-12-29 07:07:44.907,Auto,Travel,20.0
2064,2023-12-28 04:47:55.708,Breakfast,Food,30.0
2065,2023-12-27 12:44:25.147,Auto,Travel,20.0
2066,2023-12-27 12:44:18.344,Auto,Travel,20.0
2067,2023-12-27 03:22:15.547,Stationary,Utilities,35.0
2068,2023-12-27 03:22:05.053,Bus,Travel,10.0
2069,2023-12-26 13:24:32.510,Snacks,Food,30.0
2070,2023-12-26 08:47:33.752,Lunch,Food,70.0
2072,2023-12-26 03:34:28.984,Breakfast,Food,35.0
2073,2023-12-25 14:00:56.062,Bread,Food,70.0
2074,2023-12-25 09:03:22.892,Lunch,Food,220.0
2075,2023-12-25 06:48:47.727,Tea,Food,20.0
2076,2023-12-25 06:48:41.761,Water,Food,20.0
2077,2023-12-25 06:48:34.150,Breakfast,Food,60.0
2078,2023-12-25 06:48:28.156,Breakfast,Food,40.0
2079,2023-12-25 02:59:00.000,Chicken keema,Food,187.2
2080,2023-12-24 06:49:00.000,Breakfast,Food,30.0
2081,2023-12-24 06:46:00.000,Coffee,Food,4.0
2082,2023-12-24 06:46:00.000,Coffee,Food,10.0
2083,2023-12-23 14:02:51.092,Recharge,Utilities,259.0
2084,2023-12-22 09:34:46.558,Snacks,Food,60.0
2085,2023-12-22 06:59:55.062,Auto,Travel,20.0
2086,2023-12-22 03:28:00.000,Juice,Food,130.0
2087,2023-12-22 03:27:00.000,Pizza,Food,170.0
2088,2023-12-21 08:51:40.915,Tickets,Utilities,376.0
2090,2023-12-20 15:19:36.021,Shawarma 🌯,Food,330.0
2091,2023-12-20 13:21:25.697,Snacks,Food,55.0
2092,2023-12-20 12:55:23.182,Recharge,Utilities,257.9
2093,2023-12-20 12:52:20.771,Bus,Travel,10.0
2094,2023-12-20 07:12:40.662,Auto,Travel,20.0
2095,2023-12-20 07:12:37.700,Snacks,Food,35.0
2096,2023-12-18 13:53:46.737,Weekend,Food,290.0
2097,2023-12-16 13:51:00.000,Card maintenance,Utilities,295.0
2098,2023-12-16 13:50:00.000,Bus Pass,Travel,430.0
2099,2023-12-16 06:15:44.787,Auto,Travel,20.0
2100,2023-12-15 17:37:53.345,Juice,Food,40.0
2101,2023-12-15 17:37:39.927,Snacks,Food,105.0
2102,2023-12-15 05:26:55.111,Auto,Travel,20.0
2103,2023-12-15 05:26:48.237,Snacks,Food,70.0
2104,2023-12-14 04:56:43.264,Snacks,Food,30.0
2105,2023-12-13 17:49:54.294,Biryani,Utilities,520.0
2106,2023-12-13 14:46:42.668,Bus,Travel,10.0
2107,2023-12-13 14:46:33.503,Bus,Travel,10.0
2108,2023-12-13 14:46:31.913,Auto,Travel,20.0
2109,2023-12-12 17:10:27.370,Auto,Travel,20.0
2110,2023-12-12 02:48:36.894,Bus,Travel,10.0
2112,2023-12-11 13:45:25.240,Snacks,Food,30.0
2113,2023-12-11 03:22:38.688,Auto,Travel,20.0
2114,2023-12-10 03:22:00.000,Bonda,Food,30.0
2115,2023-12-09 16:11:36.601,Snacks,Food,130.0
2117,2023-12-09 03:23:28.486,Auto,Travel,20.0
2118,2023-12-08 13:33:46.243,Snacks,Food,70.0
2120,2023-12-08 12:59:59.163,Printouts,Utilities,10.0
2121,2023-12-08 12:59:45.192,Coke,Food,15.0
2122,2023-12-07 12:59:00.000,Auto,Travel,20.0
2124,2023-12-07 11:20:00.000,Auto,Travel,20.0
2126,2023-12-07 02:57:58.498,Bus,Travel,10.0
2127,2023-12-06 18:08:07.880,Bus,Travel,10.0
2128,2023-12-06 12:57:00.000,Auto,Travel,20.0
2129,2023-12-06 03:53:13.035,Auto,Travel,20.0
2130,2023-12-06 03:53:07.487,Bus,Travel,10.0
2131,2023-12-05 01:49:00.000,Bus,Travel,10.0
2132,2023-12-05 01:49:00.000,Auto,Travel,20.0
2133,2023-12-04 16:39:13.662,Snacks,Food,75.0
2134,2023-12-04 16:36:59.062,Jalebi,Food,50.0
2135,2023-12-04 16:36:41.801,Bus,Travel,10.0
2136,2023-12-04 16:36:34.724,Auto,Travel,20.0
2137,2023-12-02 14:46:32.344,Bus,Travel,10.0
2138,2023-12-02 14:46:23.183,RtA,Travel,35.0
2139,2023-12-01 14:07:24.158,Bus,Travel,20.0
2141,2023-12-01 06:52:48.720,AtrR,Travel,35.0
2142,2023-11-29 15:34:00.000,RtA,Travel,35.0
2143,2023-11-29 15:33:00.000,AtrR,Travel,35.0
2144,2023-11-29 15:33:00.000,Bus,Travel,20.0
2145,2023-11-29 14:45:01.328,Biryani 🍚,Food,520.0
2146,2023-11-29 14:44:19.650,Shawarma 🌯,Food,140.0
2147,2023-11-29 10:53:26.997,Lunch payup,Food,552.0
2149,2023-11-29 02:30:53.478,Chotu,Utilities,20.0
2150,2023-11-28 11:29:44.156,Auto,Travel,20.0
2151,2023-11-28 02:32:00.000,Juice,Food,20.0
2152,2023-11-27 00:34:00.000,AtrR,Travel,35.0
2153,2023-11-26 23:34:00.000,Bus,Travel,10.0
2154,2023-11-26 13:25:51.138,Snacks,Food,30.0
2155,2023-11-26 12:30:43.567,Shampoo,Utilities,4.0
2156,2023-11-25 17:27:08.559,Auto,Travel,20.0
2158,2023-11-25 14:23:29.453,Exam fees,Utilities,800.0
2159,2023-11-24 17:55:52.227,Snacks,Food,35.0
2160,2023-11-23 17:55:00.000,Bus,Travel,10.0
2161,2023-11-23 17:54:00.000,AtrR,Travel,35.0
2162,2023-11-23 14:27:00.000,Something,Utilities,50.0
2163,2023-11-22 01:48:00.000,AtrR,Travel,35.0
2164,2023-11-22 01:48:00.000,Bus,Travel,10.0
2165,2023-11-21 14:27:00.000,Curd,Utilities,46.0
2166,2023-11-21 14:26:00.000,Snacks,Food,30.0
2167,2023-11-21 12:38:04.697,Bus,Travel,10.0
2168,2023-11-21 06:57:29.028,Chotu pass,Utilities,200.0
2169,2023-11-21 05:04:04.458,AtrR,Travel,35.0
2170,2023-11-21 03:14:37.522,Recharge,Utilities,259.0
2171,2023-11-20 13:09:53.839,Bus,Travel,10.0
2172,2023-11-20 08:38:31.969,Maa,Utilities,50.0
2173,2023-11-20 04:16:05.047,AtR,Travel,35.0
2174,2023-11-18 14:33:00.000,Bus pass,Travel,430.0
2175,2023-11-18 03:45:47.429,Auto,Travel,20.0
2176,2023-11-18 02:56:01.771,Bus,Travel,10.0
2177,2023-11-17 15:45:38.543,Saman,Utilities,153.0
2178,2023-11-17 13:24:05.567,Bus,Travel,10.0
2179,2023-11-17 07:24:46.817,AtR,Travel,35.0
2180,2023-11-16 13:15:37.979,RtA,Travel,35.0
2181,2023-11-16 13:13:59.113,Bus,Travel,10.0
2183,2023-11-16 12:26:08.443,AtR,Travel,35.0
2184,2023-11-15 04:43:29.264,AtR,Travel,35.0
2185,2023-11-14 04:40:40.406,Auto,Travel,20.0
2187,2023-11-13 02:50:00.000,Print,Utilities,100.0
2188,2023-11-13 02:50:00.000,AtR,Travel,35.0
2189,2023-11-12 14:21:28.134,Snacks,Food,70.0
2192,2023-11-11 09:44:13.882,Snacks,Food,105.0
2193,2023-11-11 04:41:00.000,Snacks,Food,140.0
2194,2023-11-11 03:45:36.925,Bus,Travel,10.0
2195,2023-11-11 03:45:29.506,Auto,Travel,20.0
2196,2023-11-10 14:37:48.383,Haircut,Utilities,150.0
2197,2023-11-10 12:39:38.851,Bus,Travel,10.0
2198,2023-11-10 12:39:27.438,RtA,Travel,35.0
2199,2023-11-10 12:39:11.482,AtR,Travel,35.0
2200,2023-11-09 04:35:00.000,AtR,Travel,35.0
2201,2023-11-09 04:35:00.000,RtA,Travel,35.0
2202,2023-11-09 04:35:00.000,Bus,Travel,10.0
2203,2023-11-08 14:46:33.699,RtA,Travel,35.0
2204,2023-11-08 14:46:25.456,AtR,Travel,35.0
2205,2023-11-08 14:46:12.011,DishTV,Utilities,220.0
2206,2023-11-08 04:43:00.000,Juice,Food,10.0
2207,2023-11-07 12:41:00.000,RtA,Travel,35.0
2208,2023-11-07 10:42:39.245,Electricity,Utilities,774.0
2209,2023-11-07 04:31:45.580,AtR,Travel,35.0
2210,2023-11-07 04:31:33.413,Rapido,Travel,44.0
2211,2023-11-06 05:23:14.984,AtR,Travel,35.0
2212,2023-11-05 13:43:25.042,Maida,Utilities,25.0
2214,2023-11-04 13:39:41.767,Sid,Food,140.0
2215,2023-11-04 05:26:44.731,Printouts,Utilities,385.0
2216,2023-11-04 04:45:00.000,Treat,Food,650.0
2217,2023-11-03 05:08:00.000,Seminar print,Utilities,104.0
2218,2023-11-03 05:06:00.000,AtR,Travel,35.0
2220,2023-11-02 05:06:00.000,AtR,Travel,35.0
2222,2023-11-01 16:20:37.828,Biryani,Food,520.0
2223,2023-11-01 12:21:35.753,AtR,Travel,35.0
2224,2023-11-01 12:21:26.593,Bus,Travel,10.0
2225,2023-11-01 12:21:20.752,Bus,Travel,10.0
2226,2023-11-01 02:30:08.193,Shampoo,Utilities,4.0
2227,2023-10-31 13:52:07.768,Bus,Travel,10.0
2228,2023-10-31 12:04:29.967,AtR,Travel,35.0
2229,2023-10-30 12:21:01.699,Bus,Travel,20.0
2230,2023-10-30 04:38:50.763,Bus,Travel,20.0
2231,2023-10-28 05:11:50.025,Snacks,Food,30.0
2232,2023-10-27 13:39:24.498,AtR,Travel,35.0
2233,2023-10-27 13:39:13.463,Bus,Travel,10.0
2234,2023-10-26 12:16:39.077,AtR,Travel,35.0
2235,2023-10-26 12:16:26.990,Bus,Travel,10.0
2236,2023-10-26 07:21:17.388,Chotu,Utilities,200.0
2237,2023-10-26 03:19:00.000,Bus,Travel,10.0
2240,2023-10-25 18:06:00.940,Nidhish Payup,Utilities,60.0
